,rank,name,number_students,student_staff_ratio,intl_students,female_male_ratio,overall_score,teaching_score,research_score,citations_score,industry_income_score,international_outlook_score,address,street_address,locality_address,region_address,postcode_address,country_address,Country,City,Latitude,Longitude
835,801,university castilla la mancha,23530,13.8,6.0,56.0,28.2,16.6,12.5,32.7,36.0,37.0,"Calle Altagracia, 50 Ciudad Real, Ciudad Real, 13071, Spain",,,,,,Spain, Ciudad Real,38.95973475,-3.882874440248544
836,801,university central lancashire,18825,16.4,18.0,58.0,28.2,15.7,12.7,39.7,34.8,64.6,"Adelphi Building, Preston, Lancashire, PR1 2HE, United Kingdom",,,,,,United Kingdom, Preston,53.7593363,-2.6992717
838,801,chiba university,13764,9.8,5.0,38.0,28.2,28.7,19.1,32.8,51.4,25.9,"1-33, Yayoi-cho Inage-ku, Chiba-shi, Chiba, 263-8522, Japan",,,,,,Japan, Chiba,35.549399,140.2647303
839,801,university chile,35447,15.0,6.0,47.0,28.2,23.2,17.1,33.9,34.5,51.2,"Av Libertador, Bernardo OHiggins 1058, Santiago, Chile",,,,,,Chile, Santiago,-33.4377756,-70.6504502
840,801,china university geosciences beijing,17752,15.2,1.0,35.0,28.2,24.7,14.2,39.7,43.0,25.3,"29 Xueyuan Road, Haidian, Beijing, 100083, China",,,,,,China, Haidian,39.9580718,116.292405
841,801,china university geosciences wuhan,28934,16.7,4.0,,28.2,20.5,17.2,43.1,45.6,25.5,"No. 388 Lumo Road, Wuhan, Hubei, 430074, China",,,,,,China, Wuhan,30.5951051,114.2999353
842,801,china university mining and technology,47225,18.6,2.0,32.0,28.2,19.9,13.6,47.4,52.8,18.4,"No1, Daxue Road, Xuzhou, Jiangsu, 221116, China",,,,,,China, Xuzhou,34.2050708,117.2782967
843,801,china pharmaceutical university,16144,18.0,3.0,,28.2,22.9,13.1,35.5,57.2,17.4,"24 Tongjia Alley, Gulou, Nanjing, Jiangsu, 210009, China",,,,,,China, Gulou,26.0850844,119.2990881
844,801,chongqing university,44394,16.0,4.0,,28.2,23.2,21.3,35.2,60.3,21.4,"174 Shazhengjie, Shapingba, Chongqing, 400044, China",,,,,,China, Chongqing,29.5656729,106.5479189
845,801,chonnam national university,22469,16.9,6.0,49.0,28.2,21.3,20.2,29.6,38.9,27.5,"77 Yongbong-ro, Buk-gu, Gwangju, 61186, South Korea",,,,,,South Korea, Gwangju,35.1594647,126.8515034
847,801,university cordoba,17406,15.1,8.0,56.0,28.2,21.2,16.6,36.4,37.1,41.9,"Avd. Medina Azahara, 5, Córdoba, 14071, Spain",,,,,,Spain, Córdoba,37.8845813,-4.7760138
852,801,eastern mediterranean university,18865,27.1,83.0,41.0,28.2,17.0,11.7,30.6,34.4,86.6,"via Mersin 10, Famagusta, Northern Cyprus",,,,,,Northern Cyprus, Famagusta,35.11482775,33.95471437218009
853,801,university east london,10300,17.2,30.0,63.0,28.2,20.4,14.5,32.8,34.4,78.6,"University Way, London, E16 2RD, United Kingdom",,,,,,United Kingdom, London,51.5073359,-0.12765
854,801,edinburgh napier university,10670,18.9,33.0,55.0,28.2,16.7,13.9,40.4,35.6,80.0,"Sighthill Court, Edinburgh, Midlothian, EH11 4BN, United Kingdom",,,,,,United Kingdom, Edinburgh,55.9533456,-3.1883749
855,801,embry riddle aeronautical university,16340,16.8,9.0,18.0,28.2,16.9,9.2,44.5,34.6,30.2,"600 South Clyde Morris Blvd, Daytona Beach, Florida, 32114, United States",,,,,,United States, Daytona Beach,29.2108147,-81.0228331
856,801,universidade estadual paulista unesp,39577,13.0,2.0,51.0,28.2,34.4,23.0,16.8,36.9,25.1,"Rua Quirino de Andrade 215, Sao Paulo, 01049-010, Brazil",,,,,,Brazil, Brazil,-10.3333333,-53.2
857,801,university evora,6442,12.4,12.0,54.0,28.2,19.6,14.6,31.3,35.6,53.7,"Largo dos Colegiais 2, Évora, 7004-516, Portugal",,,,,,Portugal, Évora,38.5707742,-7.9092808
858,801,federal university pelotas,23198,17.4,0.0,57.0,28.2,17.9,11.0,48.6,34.4,20.0,"Capão do Leão, Rio Grande do Sul, 96160-000, Brazil",,,,,,Brazil, Brazil,-10.3333333,-53.2
859,801,federal university rio de janeiro,48675,12.3,2.0,53.0,28.2,34.4,22.0,26.1,35.5,28.7,"Rua Antônio Barros de Castro 119 Cidade Universitária, Rio de Janeiro/RJ, CEP, 21941-853, Brazil",,,,,,Brazil, Brazil,-10.3333333,-53.2
860,801,federico santa maria technical university,19067,27.3,3.0,24.0,28.2,13.6,9.8,40.2,44.9,54.5,"Avenida España 1680, Casilla 110-V, Valparaíso, Chile",,,,,,Chile, Valparaíso,-33.0458456,-71.6196749
861,801,ferdowsi university mashhad,23992,29.5,5.0,57.0,28.2,25.9,18.5,23.1,41.8,21.2,"Azadi Square, Mashhad, Khorasan Razavi, P.O. Box 9177948974, Iran",,,,,,Iran, Mashhad,36.2974945,59.6059232
862,801,florida atlantic university,23658,18.3,10.0,60.0,28.2,21.0,19.1,37.5,37.9,44.6,"Boca Raton, Florida, 33431, United States",,,,,,United States,Boca Raton,26.3586885,-80.0830984
863,801,florida institute technology,5344,14.1,33.0,34.0,28.2,22.7,14.6,31.4,37.7,56.8,"150 West University Boulevard, Melbourne, Melbourne, Florida, 32901, United States",,,,,,United States, Melbourne,28.106471,-80.6371513
864,801,university la frontera,10437,24.6,1.0,49.0,28.2,15.1,16.0,34.0,34.5,47.9,"Av. Francisco Salazar 01145, Temuco, Chile",,,,,,Chile, Temuco,-38.7362611,-72.590546
866,801,fuzhou university,34979,15.9,2.0,42.0,28.2,16.6,12.1,54.6,49.5,25.6,"2 Xue Yuan Road University Town, Fuzhou, Fuzhou, Fujian, 350108, China",,,,,,China, Fuzhou,27.9511188,116.3530413
867,801,gdansk university technology,16834,14.8,4.0,41.0,28.2,17.1,12.1,37.0,38.3,23.3,"11/12 Gabriela Narutowicza Str, Gdansk, 80-233, Poland",,,,,,Poland, Poland,52.215933,19.134422
868,801,university ghana,36819,28.7,1.0,45.0,28.2,15.6,15.5,28.1,48.0,49.5,"P.O. Box LG 25, Legon, Accra, Ghana",,,,,,Ghana, Accra,5.5571096,-0.2012376
869,801,guangdong university technology,43815,19.7,0.0,30.0,28.2,14.2,13.1,54.6,57.3,25.8,"No. 100 Waihuan Xi Road, Panyu District, Guangzhou, Guangdong, 510006, China",,,,,,China, Guangzhou,23.1301964,113.2592945
870,801,hamamatsu university school medicine,1210,3.8,1.0,49.0,28.2,29.0,13.7,24.3,37.5,17.8,"1-20-1 Handayama Higashi-ku, Hamamatsu city, Shizuoka, 431-3192, Japan",,,,,,Japan, Shizuoka,34.9332488,138.0955398
871,801,hanoi university science and technology,32161,21.4,1.0,23.0,28.2,14.7,8.4,42.3,37.2,44.6,"1 Dai Co Viet Road, Hanoi, Vietnam",,,,,,Vietnam, Hanoi,21.0294498,105.8544441
874,801,indian institute science education and research kolkata,1335,11.8,0.0,26.0,28.2,28.1,10.8,28.5,35.4,17.2,"Mohanpur - 741 246, Kolkata, West Bengal, India",,,,,,India, Kolkata,22.5726459,88.3638953
875,801,indian institute technology indian school mines dhanbad,7833,25.1,1.0,15.0,28.2,21.5,13.5,37.3,49.3,14.1,"Dhanbad, Jharkhand, 826004, India",,,,,,India,Dhanbad,23.7952809,86.4309638
876,801,indian institute technology patna,1387,12.6,0.0,11.0,28.2,17.6,8.3,41.9,34.7,15.4,"Bihta, Patna, Bihar, 801103, India",,,,,,India, Patna,25.6093239,85.1235252
877,801,inha university,19196,23.5,6.0,39.0,28.2,23.8,20.7,23.8,64.0,32.1,"100 Inha-ro, Michuhol-gu, Incheon, 22212, South Korea",,,,,,South Korea, Incheon,37.456,126.7052
878,801,international islamic university islamabad,30614,19.7,8.0,50.0,28.2,14.4,7.5,53.1,34.4,46.6,"Sector H-10, Islamabad, 44000, Pakistan",,,,,,Pakistan, Islamabad,33.6938118,73.0651511
879,801,university isfahan,13782,20.9,1.0,61.0,28.2,30.9,22.6,13.4,45.5,17.5,"Azadi Square, Isfahan, Iran",,,,,,Iran, Isfahan,32.6707877,51.6650002
880,801,isfahan university medical sciences,11340,12.3,1.0,62.0,28.2,40.9,11.9,22.4,37.4,16.1,"P.O. Box 319, Hezar-Jerib Avenue, Isfahan, 81746 7346, Iran",,,,,,Iran, Isfahan,32.6707877,51.6650002
881,801,istanbul university,122002,59.7,6.0,51.0,28.2,25.8,24.4,23.6,49.8,27.1,"Beyazit Fatih, Istanbul, 34452, Turkey",,,,,,Turkey, Istanbul,41.0091982,28.9662187
882,801,jadavpur university,11528,18.4,1.0,32.0,28.2,33.8,22.3,28.5,40.8,15.4,"188, Raja S.C. Mallick Road, Kolkata, 700032, India",,,,,,India, Kolkata,22.5726459,88.3638953
883,801,university jaen,16782,20.4,10.0,55.0,28.2,16.7,14.1,34.7,35.8,38.8,"Campus Las Lagunillas s/n, Jaén, 23071, Spain",,,,,,Spain, Jaén,37.9557275,-3.492055612037218
885,801,jiangsu university,35335,9.5,5.0,42.0,28.2,18.8,10.4,33.1,55.5,37.0,"301 Xuefu Road, Zhenjiang, Jiangsu, 212013, China",,,,,,China, Zhenjiang,32.1901111,119.4200584
886,801,jilin university,70450,10.8,3.0,47.0,28.2,27.3,16.2,27.4,43.3,20.4,"Qianjin Street, Changchun, Jilin, 2699, China",,,,,,China, Changchun,43.8843102,125.3180952
887,801,jinan university,34904,14.0,34.0,60.0,28.2,21.6,14.9,38.5,40.4,54.6,"Huangpu Ave. W. 601, Tianhe, Guangzhou, Guangdong, 510632, China",,,,,,China, Tianhe,23.12712,113.356424
888,801,university jordan,30495,16.9,16.0,66.0,28.2,25.1,10.2,29.1,39.3,67.2,"Al Abdullah Street, Amman 11942, Jordan",,,,,,Jordan, Jordan,31.1667049,36.941628
889,801,juntendo university,4653,3.8,2.0,53.0,28.2,34.6,13.5,27.8,47.4,20.4,"2-1-1 Hongo, Bunkyo-ku, Tokyo, 113-8421, Japan",,,,,,Japan, Tokyo,35.6812665,139.757653
890,801,kanazawa university,10420,9.8,5.0,37.0,28.2,26.8,17.7,28.4,36.9,24.2,"Kanazawa, Ishikawa, 920-1192, Japan",,,,,,Japan,Kanazawa,36.5780499,136.6480247
891,801,kaohsiung medical university,6881,12.2,7.0,56.0,28.2,22.5,23.3,25.9,54.8,26.0,"100,Shih-Chuan 1st Road, Kaohsiung, 80708, Taiwan",,,,,,Taiwan, Kaohsiung,22.6203348,120.3120375
893,801,karlstad university,8552,12.8,,63.0,28.2,16.8,13.2,47.6,35.2,37.2,"Universitetsgatan 2, Karlstad, Värmland County, 651 88, Sweden",,,,,,Sweden, Karlstad,59.3809146,13.5027631
894,801,kingston university,15700,17.5,36.0,57.0,28.2,17.6,15.6,33.3,34.7,84.2,"River House, 53-57 High Street, Kingston upon Thames, Surrey, KT1 1LQ, United Kingdom",,,,,,United Kingdom, Kingston upon Thames,51.4096275,-0.3062621
896,801,kumamoto university,10032,7.6,7.0,38.0,28.2,26.0,14.1,23.2,44.8,28.2,"2-39-1 Kurokami, Chuo-ku, Kumamoto, 860-8555, Japan",,,,,,Japan, Kumamoto,32.6450475,130.6341345
897,801,university kurdistan,9441,28.9,1.0,54.0,28.2,14.5,13.1,46.6,39.3,17.5,"Pasdaran Street, Sanandaj, Kurdistan 66177-15177, Iran",,,,,,Iran, Sanandaj,35.3126047,46.9978639
898,801,kuwait university,36551,23.6,15.0,75.0,28.2,19.1,9.9,31.7,37.4,69.9,"Jamal Abdul Nasser Street, Kuwait City, Kuwait",,,,,,Kuwait, Kuwait City,29.3796532,47.9734174
899,801,kyoto prefectural university medicine,1330,3.4,1.0,46.0,28.2,32.6,13.3,33.7,44.2,16.1,"465 Kajii-cho Kawaramachi-hirokoji, Kamigyo-ku, Kyoto, 602-8566, Japan",,,,,,Japan, Kyoto,35.021041,135.7556075
900,801,kyungpook national university,24155,23.5,6.0,43.0,28.2,24.5,28.0,25.0,43.4,29.3,"80 Daehakro, Bukgu, Daegu, 41566, South Korea",,,,,,South Korea, Daegu,35.8713,128.6018
901,801,university lagos,34056,20.3,0.0,46.0,28.2,15.5,9.0,58.7,34.5,27.4,"University Road, Lagos, Nigeria",,,,,,Nigeria, Lagos,6.4550575,3.3941795
903,801,university las palmas de gran canaria,18714,17.1,7.0,56.0,28.2,17.8,11.9,44.4,34.4,36.8,"Juan de Quesada 30, Las Palmas, 35001, Spain",,,,,,Spain, Las Palmas,28.1288694,-15.4349015
904,801,university latvia,12367,33.1,6.0,70.0,28.2,17.0,19.3,24.4,41.6,48.9,"Raina bulvaris 19, Riga, LV 1586, Latvia",,,,,,Latvia, Riga,56.9493977,24.1051846
905,801,lebanese american university,7866,13.4,18.0,50.0,28.2,30.5,10.1,25.1,34.8,84.7,"Chouran Beirut, 1102 2801, Lebanon",,,,,,Lebanon, Lebanon,33.8750629,35.843409
906,801,leeds beckett university,19725,19.5,12.0,51.0,28.2,16.6,13.9,39.5,35.0,49.8,"Calverley Street, Leeds, West Yorkshire, LS1 3HE, United Kingdom",,,,,,United Kingdom, Leeds,53.7974185,-1.5437941
907,801,louisiana tech university,11210,22.6,4.0,46.0,28.2,17.3,9.7,43.9,34.8,32.7,"305 Wisteria Street, Ruston, Louisiana, 71272, United States",,,,,,United States, Ruston,32.5232053,-92.637927
908,801,national university lviv polytechnic,21560,10.5,1.0,41.0,28.2,17.9,8.7,49.5,34.7,24.4,"12 Bandera street, Lviv, 79013, Ukraine",,,,,,Ukraine, Lviv,49.841952,24.0315921
909,801,university malaga,35654,12.9,9.0,53.0,28.2,20.1,11.5,33.1,36.2,41.2,"Avda. Cervantes, 2, Málaga, 29071, Spain",,,,,,Spain, Málaga,36.7213028,-4.4216366
911,801,marquette university,10472,12.0,4.0,53.0,28.2,36.0,14.4,34.3,36.3,24.6,"1250 W. Wisconsin Ave., Milwaukee, Wisconsin, 53233, United States",,,,,,United States, Milwaukee,43.0349931,-87.922497
914,801,university murcia,27662,16.3,7.0,66.0,28.2,22.3,13.8,32.6,35.9,38.5,"Avda. Teniente Flomesta, 5, Murcia, 30003, Spain",,,,,,Spain, Murcia,37.9923795,-1.1305431
915,801,muroran institute technology,3365,17.5,4.0,11.0,28.2,15.4,9.4,42.6,37.7,30.7,"27-1 Mizumoto-cho, Muroran, Hokkaido, 050-8585, Japan",,,,,,Japan, Muroran,42.3152461,140.9740731
917,801,nanjing agricultural university,25963,15.9,3.0,56.0,28.2,23.4,17.2,43.2,47.4,21.2,"Jingling Road, Xuanwu, Nanjing, Jiangsu, 210095, China",,,,,,China, Nanjing,32.0615513,118.7915619
918,801,nanjing tech university,33175,13.9,2.0,,28.2,17.7,12.1,53.0,59.7,24.3,"No.30 Puzhu Road(S), Nanjing, Jiangsu, 211816, China",,,,,,China, Nanjing,32.0615513,118.7915619
919,801,national central university,10838,9.4,10.0,35.0,28.2,25.0,22.6,22.1,65.6,40.8,"No.300, Jhongda Rd, Jhongli City, Taoyuan, 32001, Taiwan",,,,,,Taiwan, Taoyuan,24.9929995,121.3010003
920,801,national chengchi university,13558,15.6,16.0,57.0,28.2,23.4,29.3,13.2,42.0,46.4,"NO.64, Sec.2, ZhiNan Rd, Wenshan District, Taipei, 11605, Taiwan",,,,,,Taiwan, Taipei,25.0375198,121.5636796
922,801,national institute technology rourkela,5851,18.8,4.0,18.0,28.2,26.4,15.1,44.8,37.5,17.1,"Sector - 2, Rourkela, 769008, India",,,,,,India, India,22.3511148,78.6677428
923,801,national institute technology tiruchirappalli,6081,19.1,8.0,20.0,28.2,25.0,17.4,32.8,51.9,22.1,"Tanjore Main Road, Tiruchirappalli, 620015, India",,,,,,India, Tiruchirappalli,10.804973,78.6870296
924,801,national university sciences and technology,10645,8.1,3.0,33.0,28.2,21.1,11.7,35.1,34.8,40.0,"NUST Campus, H-12, Islamabad, Pakistan",,,,,,Pakistan, Islamabad,33.6938118,73.0651511
925,801,national sun yat sen university,9190,13.2,6.0,39.0,28.2,24.4,28.0,21.9,58.9,30.6,"No. 70, Lienhai Rd, Kaohsiung, 80424, Taiwan",,,,,,Taiwan, Kaohsiung,22.6203348,120.3120375
926,801,national taipei university technology,9994,15.9,8.0,27.0,28.2,21.8,20.2,22.4,86.7,28.8,"1 Section, 3 Jungshiau East Road, Taipei, 106, Taiwan",,,,,,Taiwan, Taipei,25.0375198,121.5636796
928,801,niigata university,12158,7.9,2.0,38.0,28.2,23.9,13.0,41.3,40.0,23.3,"8050, Ikarashi 2-no-cho, Nishi-ku, Niigata, 950-2181, Japan",,,,,,Japan, Niigata,37.6452283,138.7669125
930,801,northeastern university china,36015,14.5,4.0,,28.2,24.8,22.1,19.3,96.9,37.5,"3-11 Wenhua Road, Heping District, Shenyang, Liaoning, 110819, China",,,,,,China, Shenyang,41.8026095,123.4279105
931,801,northeast normal university,25425,14.7,2.0,73.0,28.2,24.3,10.3,48.6,37.1,18.3,"5268 Renmin Street, Changchun, Jilin, China",,,,,,China, Changchun,43.8843102,125.3180952
932,801,university northern british columbia unbc,2733,14.0,8.0,62.0,28.2,19.3,18.5,42.0,34.8,37.3,"3333 University Way, Prince George, British Columbia, V2N 4Z9, Canada",,,,,,Canada, Prince George,53.9128645,-122.7453699
933,801,northwest university 0,24237,14.8,4.0,55.0,28.2,19.3,12.7,37.5,40.6,21.5,"229 North Taibai Road, Xi’an, Shaanxi, 710069, China",,,,,,China, Xi’an,34.2607713,108.9423443
934,801,northwest af university,29327,15.3,1.0,51.0,28.2,20.1,13.1,37.8,45.2,22.8,"No.3 Taicheng Road, Yangling, Shaanxi, 712100, China",,,,,,China, Yangling,30.902704,113.3991467
935,801,okayama university,13099,8.0,8.0,39.0,28.2,25.6,16.6,27.0,51.6,28.2,"1-1-1 Tsushima-naka, Kita-ku, Okayama, 700-8530, Japan",,,,,,Japan, Okayama,34.8581334,133.7759256
936,801,osaka city university,8279,8.9,4.0,36.0,28.2,24.9,14.3,26.8,39.3,24.6,"3-3-138, Sugimoto, Sumiyoshi-ku, Osaka, 558-8585, Japan",,,,,,Japan, Osaka,34.661629000000005,135.49992679245517
937,801,osmania university,12454,17.8,2.0,31.0,28.2,36.0,10.2,31.5,39.6,15.4,"Hyderabad, Telangana State, 500007, India",,,,,,India,Hyderabad,17.360589,78.4740613
938,801,pablo de olavide university,12113,14.4,18.0,59.0,28.2,21.5,14.2,42.0,35.2,50.2,"Ctra. de Utrera, 1, Sevilla, 41013, Spain",,,,,,Spain, Sevilla,37.3886303,-5.9953403
939,801,university patras,25580,27.6,5.0,48.0,28.2,16.5,11.6,39.4,39.4,37.7,"26504 Rio Achaia, Greece",,,,,,Greece, Greece,38.9953683,21.9877132
941,801,polytechnic institute porto,18511,17.1,6.0,47.0,28.2,13.5,8.7,48.5,34.6,32.8,"Rua Dr. Roberto Frias, Porto, 4200-465, Portugal",,,,,,Portugal, Porto,41.1494512,-8.6107884
942,801,polytechnic university valencia,21119,10.0,14.0,38.0,28.2,22.1,11.8,41.3,44.8,50.0,"Camino de Vera, s/n, Valencia, 46022, Spain",,,,,,Spain, Valencia,39.4697065,-0.3763353
943,801,pondicherry university,6107,17.2,1.0,42.0,28.2,36.5,19.2,18.3,34.5,14.5,"R.V.Nagar, Kalapet, Puducherry, 605014, India",,,,,,India, Puducherry,10.91564885,79.80694879844232
944,801,pontificia universidad catolica del peru,24984,7.5,3.0,47.0,28.2,19.9,8.6,33.8,35.9,47.4,"Av. Universitaria 1801, San Miguel, Lima, 15088, Peru",,,,,,Peru, San Miguel,-6.9768275,-78.9409485
945,801,pontifical catholic university rio grande do sul pucrs,16750,22.8,0.0,50.0,28.2,18.7,13.5,41.1,49.7,25.8,"Av. Ipiranga, 6681 Partenon Porto Alegre/RS, Porto Alegre, 90619-900, Brazil",,,,,,Brazil, Porto Alegre,-30.0324999,-51.2303767
946,801,university puerto rico,49713,13.9,1.0,58.0,28.2,18.1,8.5,43.7,34.9,43.7,"1187 Flamboyán Street, San Juan, 00926-1117, Puerto Rico",,,,,,Puerto Rico, San Juan,18.465299,-66.116666
947,801,university punjab,27907,26.9,0.0,52.0,28.2,19.5,10.4,34.1,35.2,32.5,"P.O. Box No. 54590, Lahore, Pakistan",,,,,,Pakistan, Lahore,31.5656822,74.3141829
948,801,university rey juan carlos,42079,25.2,11.0,58.0,28.2,18.6,10.8,40.9,36.7,45.5,"Calle Tulipán, Móstoles, Madrid, 28933, Spain",,,,,,Spain, Móstoles,40.3238525,-3.8649214
949,801,rikkyo university,20183,14.1,4.0,53.0,28.2,16.6,8.9,47.5,34.8,42.7,"3-34-1 Nishi-Ikebukuro, Toshima-ku, Tokyo, 171-8501, Japan",,,,,,Japan, Tokyo,35.6812665,139.757653
950,801,rochester institute technology,13996,15.7,18.0,36.0,28.2,20.0,18.1,39.0,35.9,41.6,"1 Lomb Memorial Drive, Rochester, New York, 14623-5603, United States",,,,,,United States, Rochester,43.157285,-77.615214
951,801,university roehampton,7665,16.3,28.0,71.0,28.2,18.7,19.9,31.3,34.5,76.0,"Erasmus House, Roehampton Lane, Roehampton, London, SW15 5PU, United Kingdom",,,,,,United Kingdom, Roehampton,51.4498773,-0.2412672
953,801,universite saint joseph de beyrouth,7566,19.4,5.0,63.0,28.2,26.2,10.4,24.0,35.8,70.7,"Rue de Damas, BP 17-5208 - Mar Mikhaël, Beyrouth - 1104 2020, Lebanon",,,,,,Lebanon, Lebanon,33.8750629,35.843409
955,801,university salford,15355,17.0,22.0,52.0,28.2,18.7,14.8,38.7,34.8,70.1,"The Crescent, Salford, Greater Manchester, M5 4WT, United Kingdom",,,,,,United Kingdom, Salford,53.4877463,-2.2891921
957,801,university science and technology beijing,24232,14.7,4.0,37.0,28.2,27.2,25.2,29.5,54.4,20.3,"30 Xueyuan Road, Haidian District, Beijing, 100083, China",,,,,,China, Beijing,39.906217,116.3912757
958,801,university seoul,8807,16.6,5.0,,28.2,22.6,18.2,24.7,40.9,29.2,"163 Seoulsiripdaero 90 Jeonnong-dong, Dongdaemun-gu, Seoul, 130-743, South Korea",,,,,,South Korea, Seoul,37.5666791,126.9782914
959,801,university seville,62811,20.6,6.0,53.0,28.2,25.4,18.7,36.5,36.6,38.2,"C/ S. Fernando, 4, Sevilla, 41004, Spain",,,,,,Spain, Sevilla,37.3886303,-5.9953403
961,801,shanghai university,36637,11.3,6.0,49.0,28.2,21.2,24.8,29.6,60.0,31.0,"99 Shangda Road BaoShaun District, Shanghai, Shanghai, China",,,,,,China, Shanghai,31.2323437,121.4691024
962,801,shanghai university finance and economics sufe,15130,14.5,5.0,,28.2,27.6,14.1,32.7,38.2,48.8,"777 National Road, Shanghai, 200433, China",,,,,,China, Shanghai,31.2323437,121.4691024
963,801,shanghai maritime university,23789,17.9,3.0,38.0,28.2,14.5,9.8,40.3,51.2,36.3,"1550 Haigang Avenue, Shanghai, 201306, China",,,,,,China, Shanghai,31.2323437,121.4691024
964,801,shantou university,10305,11.7,1.0,50.0,28.2,22.0,14.2,39.5,44.1,41.8,"243 Daxue Road, Shantou, Guangdong, 515063, China",,,,,,China, Shantou,23.3563921,116.6775856
965,801,sheffield hallam university,25120,17.0,13.0,55.0,28.2,17.5,13.2,41.4,34.8,52.9,"Howard Street, Sheffield, South Yorkshire, S1 1WB, United Kingdom",,,,,,United Kingdom, Sheffield,53.3806626,-1.4702278
966,801,shiraz university,14286,20.6,0.0,49.0,28.2,24.8,25.0,27.2,57.0,18.1,"PO Box 1585, Shiraz, 71345, Iran",,,,,,Iran, Shiraz,29.6060218,52.5378041
967,801,sogang university,9559,22.9,11.0,45.0,28.2,24.4,28.2,23.6,47.7,34.9,"35 Baekbeom-ro Sinsu-dong, Mapo-gu, Seoul, 04107, South Korea",,,,,,South Korea, Seoul,37.5666791,126.9782914
968,801,university south bohemia ceske budejovice,9738,15.2,5.0,70.0,28.2,17.7,13.3,46.1,34.5,47.3,"Branišovská 1645/31a, České Budějovice, South Bohemia, 370 05, Czech Republic",,,,,,Czech Republic, České Budějovice,48.9747357,14.474285
969,801,southwestern university finance and economics,22283,15.9,2.0,63.0,28.2,18.1,11.6,48.0,37.1,44.7,"555, Liutai Avenue Wenjiang District, Chengdu, Sichuan, 611130, China",,,,,,China, Chengdu,30.6598628,104.0633717
970,801,sri venkateswara university,7832,15.5,0.0,41.0,28.2,37.3,10.0,32.6,35.0,20.4,"Gandhi Road, Tirupati, Andhra, Pradesh, 517502, India",,,,,,India, Tirupati,13.77928955,79.83512262283737
975,801,tallinn university,7681,27.2,12.0,73.0,28.2,16.9,20.1,29.5,38.2,63.0,"Narva mnt 25, Tallinn, 10120, Estonia",,,,,,Estonia, Tallinn,59.4372155,24.7453688
976,801,tallinn university technology,9895,21.8,14.0,43.0,28.2,17.6,13.2,27.8,47.3,60.2,"Ehitajate tee 5, Tallinn, 19086, Estonia",,,,,,Estonia, Tallinn,59.4372155,24.7453688
